nombre_imagen,valor
IMG_20250302_124955_box4_21_100106682091_95_0_184_30.png,blanca
IMG_20250302_124955_box4_22_100106682091_5_1_95_32.png,cebolla
IMG_20250302_124955_box4_22_100106683092_103_1_174_34.png,roja
IMG_20250302_124955_box4_23_100106683092_5_0_103_26.png,cebollin
IMG_20250302_124955_box4_24_100106684092_303_1_342_26.png,bols
IMG_20250302_124955_box4_24_100106684092_5_0_121_26.png,cilandro
IMG_20250302_124955_box4_25_100106686092_6_0_118_22.png,espinaca
IMG_20250302_124955_box4_26_100106687092_4_1_80_25.png,haba
IMG_20250302_124955_box4_27_100106687092_4_0_138_31.png,huacataya
IMG_20250302_124955_box4_28_100106689093_302_2_333_23.png,bd
IMG_20250302_124955_box4_28_100106689093_3_1_79_25.png,hierba
IMG_20250302_124955_box4_28_100106689093_94_1_175_24.png,buena
IMG_20250302_124955_box4_29_100106690093_5_1_87_23.png,lechuga
IMG_20250302_124955_box4_29_100106690093_95_0_182_26.png,suiza
IMG_20250302_124955_box4_29_100106691094_291_1_334_22.png,bols
IMG_20250302_124955_box4_30_100106692094_123_1_237_31.png,seï¿½orita
IMG_20250302_124955_box4_30_100106692094_3_2_116_35.png,lechuga
IMG_20250302_124955_box4_30_100106693093_288_1_333_30.png,bols
IMG_20250302_124955_box4_31_100106695094_3_1_108_30.png,locoto
IMG_20250302_124955_box4_32_100106695094_6_0_129_27.png,pimiento
IMG_20250302_124955_box4_32_100106696095_139_2_224_27.png,moron
IMG_20250302_124955_box4_33_100106696095_3_5_97_31.png,papa
IMG_20250302_124955_box4_33_100106697094_110_2_247_36.png,holandeza
IMG_20250302_124955_box4_34_100106697094_4_2_86_31.png,papa
IMG_20250302_124955_box4_34_100106698095_98_1_205_25.png,imilla
IMG_20250302_124955_box4_35_100106698095_10_3_137_26.png,pepino
IMG_20250302_124955_box4_35_100106699095_300_4_348_28.png,unid
IMG_20250302_124955_box4_36_100106700096_5_2_117_27.png,perejil
IMG_20250302_124955_box4_36_100106701095_287_2_328_25.png,bols
IMG_20250302_124955_box4_37_100106702096_12_2_131_28.png,tomate
IMG_20250302_124955_box4_37_100106702096_138_1_216_28.png,chery
IMG_20250302_125220_box4_19_100106703096_7_3_77_31.png,apio
IMG_20250302_125220_box4_20_100106703096_6_0_101_29.png,brocoli
IMG_20250302_125220_box4_21_100106704096_4_0_89_26.png,cebolla
IMG_20250302_125220_box4_21_100106704096_93_0_184_27.png,blanca
IMG_20250302_125220_box4_22_100106705096_108_1_178_34.png,roja
IMG_20250302_125220_box4_22_100106705096_6_1_93_30.png,cebolla
IMG_20250302_125220_box4_23_100106706097_3_1_105_27.png,cebollin
IMG_20250302_125220_box4_24_100106706097_3_2_116_23.png,cilandro
IMG_20250302_125220_box4_24_100106708097_303_0_343_25.png,bols
IMG_20250302_125220_box4_25_100106709097_6_1_116_26.png,espinaca
IMG_20250302_125220_box4_26_100106709097_6_0_86_27.png,haba
IMG_20250302_125220_box4_27_100106710097_6_2_136_27.png,huacataya
IMG_20250302_125220_box4_28_100106710097_4_2_86_24.png,hierba
IMG_20250302_125220_box4_28_100106711098_300_2_332_24.png,bd
IMG_20250302_125220_box4_28_100106711098_95_0_180_25.png,buena
IMG_20250302_125220_box4_29_100106712098_13_1_95_27.png,lechuga
IMG_20250302_125220_box4_29_100106713098_102_1_183_26.png,suiza
IMG_20250302_125220_box4_29_100106713098_290_2_339_26.png,bols
IMG_20250302_125220_box4_30_100106714098_6_0_119_32.png,lechuga
IMG_20250302_125220_box4_30_100106715099_128_2_245_27.png,seï¿½orita
IMG_20250302_125220_box4_30_100106715099_292_1_337_25.png,bols
IMG_20250302_125220_box4_31_100106716099_6_1_110_27.png,locoto
IMG_20250302_125220_box4_32_100106717099_134_4_222_25.png,moron
IMG_20250302_125220_box4_32_100106717099_4_1_124_28.png,pimiento
IMG_20250302_125220_box4_33_100106718100_3_5_94_31.png,papa
IMG_20250302_125220_box4_34_100106719099_1_0_88_37.png,papa
IMG_20250302_125220_box4_35_100106720100_299_2_344_21.png,unid
IMG_20250302_125220_box4_36_100106722100_286_1_333_29.png,bols
IMG_20250302_125220_box4_37_100106723100_132_0_211_27.png,chery
IMG_20250302_125330_box4_13_100106724101_7_0_112_31.png,frutilla
IMG_20250302_125330_box4_15_100106725101_7_3_154_27.png,mandarina
IMG_20250302_125330_box4_16_100106726101_131_1_203_33.png,roja
IMG_20250302_125330_box4_18_100106727101_5_5_99_34.png,palta
IMG_20250302_125330_box4_20_100106729102_151_4_201_24.png,unid
IMG_20250302_125330_box4_21_100106731102_2_1_108_30.png,sandia
IMG_20250302_125330_box4_22_100106732103_85_1_168_25.png,verde
IMG_20250302_125330_box4_23_100106733103_85_0_189_25.png,rosada
IMG_20250302_125330_box4_24_100106735104_184_2_222_25.png,tol
IMG_20250302_125330_box4_25_100106736104_1_0_44_23.png,nn
IMG_20250302_125543_box4_10_100106739104_7_1_148_33.png,quiquiï¿½a
IMG_20250302_125543_box4_12_100106741105_6_0_108_31.png,tomate
IMG_20250302_125543_box4_13_100106742105_142_1_199_26.png,bebe
IMG_20250302_125543_box4_15_100106743105_4_2_112_25.png,platano
IMG_20250302_125543_box4_9_100106744105_3_0_102_29.png,lechuga
IMG_20250302_125543_box4_9_100106745105_285_1_337_27.png,no
IMG_20250302_125641_box4_13_100106746105_3_0_96_28.png,choclo
IMG_20250302_125220_box4_33_100106718100_108_0_247_37.png,holandeza
IMG_20250302_125220_box4_34_100106719099_101_1_204_28.png,imilla
IMG_20250302_125220_box4_35_100106720100_11_4_129_22.png,pepino
IMG_20250302_125220_box4_36_100106721100_6_1_119_31.png,perejil
IMG_20250302_125220_box4_37_100106722100_8_1_126_27.png,tomate
IMG_20250302_125330_box4_12_100106723100_5_3_143_33.png,zanahoria
IMG_20250302_125330_box4_14_100106724101_7_2_98_31.png,limon
IMG_20250302_125330_box4_16_100106725101_2_4_124_33.png,manzana
IMG_20250302_125330_box4_17_100106726101_5_6_150_38.png,naranja
IMG_20250302_125330_box4_19_100106728102_6_2_112_30.png,papaya
IMG_20250302_125330_box4_20_100106729102_5_1_93_27.png,piï¿½a
IMG_20250302_125330_box4_22_100106731102_6_2_77_26.png,uva
IMG_20250302_125330_box4_23_100106732103_5_0_70_27.png,uva
IMG_20250302_125330_box4_24_100106735104_0_2_43_28.png,n
IMG_20250302_125330_box4_25_100106736104_197_1_246_25.png,total
IMG_20250302_125330_box4_26_100106738104_7_0_132_29.png,total
IMG_20250302_125543_box4_11_100106740105_2_1_110_27.png,romero
IMG_20250302_125543_box4_13_100106741105_7_3_130_33.png,zanahoria
IMG_20250302_125543_box4_14_100106742105_4_1_149_33.png,arandano
IMG_20250302_125543_box4_8_100106743105_5_2_87_36.png,arveja
IMG_20250302_125543_box4_9_100106745105_105_0_193_27.png,morada
IMG_20250302_125641_box4_12_100106746105_6_1_128_35.png,albahaca
IMG_20250302_125641_box4_14_100106747106_3_4_108_31.png,cilandro
IMG_20250302_125641_box4_15_100106747106_2_0_126_27.png,espinaca
IMG_20250302_125641_box4_16_100106748106_5_5_70_29.png,hierba
IMG_20250302_125641_box4_16_100106748106_79_4_150_32.png,buena
IMG_20250302_125641_box4_17_100106748106_2_2_142_37.png,huacataya
IMG_20250302_125641_box4_18_100106749106_4_3_136_27.png,naranja
IMG_20250302_125641_box4_19_100106749106_9_7_114_35.png,papaya
IMG_20250302_125641_box4_20_100106750106_12_6_103_32.png,perejil
IMG_20250302_125641_box4_21_100106750106_7_2_93_28.png,piï¿½a
IMG_20250302_125641_box4_22_100106751107_5_4_122_34.png,platano
IMG_20250302_125641_box4_23_100106751107_6_3_131_35.png,sandia
IMG_20250302_125641_box4_23_100106752107_210_6_253_27.png,kilo
IMG_20250302_125641_box4_25_100106753107_3_0_80_26.png,uva
IMG_20250302_125713_box4_4_100106753107_1_3_68_37.png,papa
IMG_20250302_125713_box4_4_100106754107_80_1_208_36.png,holandeza
IMG_20250302_125713_box4_5_100106754107_2_0_89_26.png,choclo
IMG_20250302_125713_box4_6_100106755108_4_0_101_27.png,cebolla
IMG_20250302_125713_box4_6_100106756108_107_1_178_31.png,roja
IMG_20250302_125713_box4_7_100106756108_5_4_126_28.png,manzana
IMG_20250302_125713_box4_7_100106757108_132_1_205_24.png,verde
IMG_20250302_125713_box4_8_100106757108_1_0_158_25.png,arandano
IMG_20250302_125928_box4_14_100106758108_224_13_274_35.png,unid
IMG_20250302_125928_box4_14_100106758108_9_2_105_36.png,limon
IMG_20250302_125928_box4_15_100106759109_5_3_98_33.png,cebolla
IMG_20250302_125928_box4_15_100106760109_101_2_198_35.png,blanca
IMG_20250302_125928_box4_16_100106760109_5_2_120_30.png,cebollin
IMG_20250302_125928_box4_16_100106761109_308_12_332_35.png,gr
IMG_20250302_125928_box4_17_100106762109_274_13_305_35.png,gr
IMG_20250302_125928_box4_17_100106763110_3_5_57_38.png,ajo
IMG_20250302_125928_box4_18_100106763110_312_2_339_31.png,kgr
IMG_20250302_125928_box4_18_100106763110_7_3_111_32.png,puerro
IMG_20250302_125928_box4_19_100106764110_3_3_79_31.png,papa
IMG_20250302_125928_box4_19_100106765110_91_1_195_30.png,imilla
IMG_20250302_125928_box4_20_100106765110_5_1_156_30.png,zuquini
IMG_20250302_125928_box4_21_100106766110_10_1_158_28.png,zanahoria
IMG_20250302_125928_box4_22_100106766110_3_0_114_32.png,brocoli
IMG_20250302_125928_box4_22_100106767110_282_5_309_31.png,k
IMG_20250302_125928_box4_23_100106768111_4_3_127_34.png,coliflor
IMG_20250302_125928_box4_23_100106769111_261_8_289_29.png,k
IMG_20250302_125928_box4_24_100106770111_12_1_120_30.png,tomate
IMG_20250302_125928_box4_25_100106771112_7_2_121_28.png,locoto
IMG_20250302_125928_box4_26_100106771112_4_2_151_34.png,quirquiï¿½a
IMG_20250302_125928_box4_27_100106772112_3_0_118_28.png,vainita
IMG_20250302_125958_box4_10_100106772112_5_1_158_29.png,arandano
IMG_20250302_125958_box4_10_100106773112_284_1_305_26.png,k
IMG_20250302_125958_box4_11_100106773112_3_3_77_33.png,papa
IMG_20250302_125958_box4_11_100106774112_182_3_238_32.png,boca
IMG_20250302_125958_box4_11_100106774112_92_1_172_34.png,pinta
IMG_20250302_125958_box4_6_100106775112_309_7_347_34.png,unid
IMG_20250302_125958_box4_6_100106775112_4_5_177_40.png,maracuya
IMG_20250302_125958_box4_7_100106776113_0_0_121_30.png,frutilla
IMG_20250302_125958_box4_8_100106777113_1_1_147_42.png,frambueza
IMG_20250302_125958_box4_9_100106777113_4_1_99_27.png,mora
IMG_20250302_130030_box4_18_100106778113_3_0_73_29.png,apio
IMG_20250302_130030_box4_19_100106778113_8_1_102_29.png,cebollin
IMG_20250302_130030_box4_20_100106779113_3_1_113_27.png,cilandro
IMG_20250302_130030_box4_21_100106779113_4_2_101_26.png,espinaca
IMG_20250302_130030_box4_22_100106780114_3_0_96_26.png,frutilla
IMG_20250302_130030_box4_23_100106780114_4_1_87_28.png,hierba
IMG_20250302_125641_box4_24_100106753107_8_2_83_26.png,uva
IMG_20250302_130030_box4_23_100106780114_85_0_163_27.png,buena
IMG_20250302_130030_box4_24_100106781114_110_1_199_28.png,mixta
IMG_20250302_130030_box4_24_100106781114_1_0_103_31.png,lechuga
IMG_20250302_130030_box4_24_100106782114_309_4_347_28.png,bebe
IMG_20250302_130030_box4_25_100106783114_0_2_95_29.png,lechuga
IMG_20250302_130030_box4_25_100106783114_105_0_214_29.png,seï¿½orita
IMG_20250302_130030_box4_25_100106784114_316_2_343_30.png,bls
IMG_20250302_130030_box4_26_100106785115_115_0_225_27.png,morada
IMG_20250302_130030_box4_26_100106785115_316_2_347_25.png,bols
IMG_20250302_130030_box4_26_100106786115_2_0_102_32.png,lechuga
IMG_20250302_130030_box4_27_100106786115_3_1_103_29.png,limon
IMG_20250302_130030_box4_28_100106787115_4_0_97_27.png,locoto
IMG_20250302_130030_box4_29_100106788116_3_2_170_27.png,mandarina
IMG_20250302_130030_box4_30_100106788116_11_2_96_36.png,palta
IMG_20250302_130030_box4_31_100106789116_0_6_100_27.png,pepino
IMG_20250302_130030_box4_32_100106789116_9_0_144_33.png,remolacha
IMG_20250302_130030_box4_33_100106790116_17_1_143_36.png,zanahoria
IMG_20250302_130030_box4_34_100106790116_3_2_117_29.png,tomate
IMG_20250302_130030_box4_35_100106791116_61_2_169_29.png,amarillo
IMG_20250302_130030_box4_35_100106791116_9_5_53_29.png,aji
IMG_20250302_130030_box4_35_100106792116_203_3_241_30.png,gr
IMG_20250302_130128_box4_16_100106793117_2_0_73_34.png,hierba
IMG_20250302_130128_box4_16_100106793117_79_2_150_32.png,buena
IMG_20250302_130128_box4_17_100106794117_5_0_124_32.png,huacataya
IMG_20250302_130128_box4_18_100106794117_4_1_95_34.png,lechuga
IMG_20250302_130128_box4_18_100106795117_104_2_192_29.png,moraga
IMG_20250302_130128_box4_19_100106795117_3_1_95_36.png,lechuga
IMG_20250302_130128_box4_19_100106796118_106_1_185_37.png,suiza
IMG_20250302_130128_box4_19_100106796118_290_7_337_25.png,unid
IMG_20250302_130128_box4_20_100106797117_2_0_103_28.png,locoto
IMG_20250302_130128_box4_21_100106798118_4_3_95_24.png,moron
IMG_20250302_130128_box4_22_100106798118_0_2_77_34.png,papa
IMG_20250302_130128_box4_22_100106799118_87_1_210_34.png,holandeza
IMG_20250302_130128_box4_23_100106799118_7_2_84_34.png,papa
IMG_20250302_130128_box4_23_100106799118_95_1_164_33.png,roja
IMG_20250302_130128_box4_24_100106800118_6_3_115_33.png,pepino
IMG_20250302_130128_box4_25_100106800118_7_7_112_39.png,perejil
IMG_20250302_130128_box4_26_100106801119_108_0_179_36.png,freir
IMG_20250302_130128_box4_26_100106801119_1_0_103_35.png,platano
IMG_20250302_130128_box4_26_100106802118_282_3_323_31.png,unid
IMG_20250302_130128_box4_27_100106806119_2_2_134_35.png,quirquiï¿½a
IMG_20250302_130128_box4_28_100106808120_4_0_104_28.png,romero
IMG_20250302_130128_box4_29_100106811120_5_1_107_29.png,tomate
IMG_20250302_130128_box4_30_100106813121_3_1_126_36.png,zanahoria
IMG_20250302_130128_box4_31_100106815121_7_4_135_35.png,zuquini
IMG_20250302_130227_box4_18_100106817122_0_6_146_45.png,maracuya
IMG_20250302_130227_box4_18_100106818122_267_6_292_35.png,k
IMG_20250302_130227_box4_19_100106822123_0_2_77_25.png,melon
IMG_20250302_130227_box4_20_100106833716_0_1_90_37.png,naranja
IMG_20250302_130227_box4_20_100106834711_251_0_281_30.png,k
IMG_20250302_130227_box4_21_100106838711_193_6_240_32.png,unid
IMG_20250302_130227_box4_21_100106838711_2_5_108_40.png,papaya
IMG_20250302_130227_box4_21_100106839710_275_9_288_32.png,k
IMG_20250302_130227_box4_22_100106842712_179_6_219_31.png,unid
IMG_20250302_130227_box4_22_100106842712_2_5_93_34.png,piï¿½a
IMG_20250302_130227_box4_22_100106843711_333_6_351_32.png,k
IMG_20250302_130227_box4_23_100106855714_4_1_107_32.png,platano
IMG_20250302_130227_box4_24_100106858692_6_4_68_30.png,uva
IMG_20250302_130227_box4_24_100106859694_76_1_165_29.png,rosada
IMG_20250302_130227_box4_25_100106861230_3_2_64_27.png,uva
IMG_20250302_130227_box4_25_100106862231_76_0_159_26.png,verde
IMG_20250302_130227_box4_26_100106863601_17_3_66_39.png,aji
IMG_20250302_130227_box4_26_100106864602_76_1_158_37.png,fresco
IMG_20250302_130227_box4_27_100106866602_9_3_133_29.png,albahaca
IMG_20250302_130227_box4_28_100106868602_4_2_79_27.png,apio
IMG_20250302_130227_box4_29_100106870199_7_2_107_33.png,arveja
IMG_20250302_130227_box4_30_100106873684_178_8_210_27.png,un
IMG_20250302_130227_box4_30_100106873684_2_0_110_30.png,brocoli
IMG_20250302_130227_box4_30_100106874684_263_0_290_28.png,k
IMG_20250302_130227_box4_31_100106876684_5_2_88_27.png,cebolla
IMG_20250302_130227_box4_31_100106877684_108_2_196_28.png,blanca
IMG_20250302_130227_box4_32_100106880253_11_1_110_30.png,cebolla
IMG_20250302_130227_box4_32_100106881254_127_0_193_40.png,roja
IMG_20250302_130227_box4_33_100106883255_4_0_110_29.png,cebollin
IMG_20250302_130227_box4_34_100106885256_2_0_125_29.png,cilandro
IMG_20250302_130227_box4_35_100106888257_4_1_132_28.png,espinaca
IMG_20250302_130227_box4_36_100106890257_2_0_76_28.png,haba
IMG_20250302_131021_box4_18_100106892257_1_8_147_44.png,maracuya
IMG_20250302_131021_box4_18_100106893258_260_6_286_35.png,k
IMG_20250302_131021_box4_19_100106896258_1_0_83_24.png,melon
IMG_20250302_131021_box4_20_100106898258_247_0_284_30.png,k
IMG_20250302_131021_box4_20_100106898258_5_0_93_34.png,naranja
IMG_20250302_131021_box4_21_100106902259_190_2_235_25.png,unid
IMG_20250302_131021_box4_21_100106902259_5_0_108_33.png,papaya
IMG_20250302_131021_box4_21_100106903260_269_3_282_24.png,k
IMG_20250302_131021_box4_22_100106906260_6_4_99_30.png,piï¿½a
IMG_20250302_131021_box4_22_100106907261_179_5_219_27.png,unid
IMG_20250302_131021_box4_22_100106907261_332_4_347_28.png,k
IMG_20250302_131021_box4_23_100106910261_5_0_108_31.png,platano
IMG_20250302_131021_box4_24_100106912262_76_0_162_24.png,rosado
IMG_20250302_131021_box4_24_100106912262_8_2_67_26.png,uva
IMG_20250302_131021_box4_25_100106914262_1_2_59_31.png,uva
IMG_20250302_131021_box4_26_100106918606_11_4_59_35.png,aji
IMG_20250302_131021_box4_26_100106918606_72_0_152_32.png,fresco
IMG_20250302_131021_box4_27_100106920319_4_1_129_27.png,albahaca
IMG_20250302_131021_box4_28_100106922440_4_0_71_22.png,apio
IMG_20250302_131021_box4_29_100106924360_9_2_109_29.png,arveja
IMG_20250302_131021_box4_30_100106926243_0_1_108_29.png,brocoli
IMG_20250302_131021_box4_30_100106927245_179_9_209_28.png,un
IMG_20250302_131021_box4_30_100106928245_261_0_288_28.png,k
IMG_20250302_131021_box4_31_100106930245_4_1_89_24.png,cebolla
IMG_20250302_131021_box4_31_100106931246_108_0_198_24.png,blanco
IMG_20250302_131021_box4_32_100106933247_128_0_192_36.png,roja
IMG_20250302_131021_box4_32_100106933247_8_0_110_29.png,cebolla
IMG_20250302_131021_box4_33_100106935246_5_0_109_26.png,cebollin
IMG_20250302_131021_box4_34_100106937247_4_1_134_26.png,cilandro
IMG_20250302_131021_box4_35_100106939247_2_0_132_24.png,espinaca
IMG_20250302_131021_box4_36_100106941247_2_0_74_26.png,haba
IMG_20250302_131059_box4_16_100106943248_4_1_77_32.png,hierba
IMG_20250302_131059_box4_16_100106943248_81_1_157_29.png,buena
IMG_20250302_131059_box4_17_100106945248_3_0_127_33.png,huacataya
IMG_20250302_131059_box4_18_100106946963_3_1_95_34.png,lechuga
IMG_20250302_131059_box4_18_100106947973_106_0_199_29.png,morada
IMG_20250302_131059_box4_19_100106949974_107_0_193_38.png,suiza
IMG_20250302_131059_box4_19_100106949974_1_1_99_39.png,lechuga
IMG_20250302_131059_box4_19_100106950975_290_3_341_27.png,unid
IMG_20250302_131059_box4_20_100106952834_3_1_113_28.png,locoto
IMG_20250302_131059_box4_21_100106954749_5_4_100_27.png,moron
IMG_20250302_131059_box4_22_100106956558_3_2_78_31.png,papa
IMG_20250302_131059_box4_22_100106957559_91_2_219_30.png,holandeza
IMG_20250302_131059_box4_23_100106959559_6_1_81_31.png,papa
IMG_20250302_131059_box4_23_100106959559_93_0_162_30.png,roja
IMG_20250302_131059_box4_24_100106961560_3_1_119_25.png,pepino
IMG_20250302_131059_box4_25_100106963215_1_1_118_39.png,perejil
IMG_20250302_131059_box4_26_100106965111_5_1_106_35.png,platano
IMG_20250302_131059_box4_26_100106966112_114_1_180_35.png,freir
IMG_20250302_131059_box4_26_100106967113_281_1_329_19.png,unid
IMG_20250302_131059_box4_27_100106968565_4_2_146_33.png,quirquiï¿½a
IMG_20250302_131059_box4_28_100106970443_8_0_111_32.png,romero
IMG_20250302_131059_box4_29_100106972444_3_2_107_26.png,tomate
IMG_20250302_131059_box4_30_100106973965_3_0_128_35.png,zanahoria
IMG_20250302_131059_box4_31_100106975967_4_0_149_18.png,chumani
IMG_20250302_131115_box4_16_100106977797_4_0_83_35.png,hierba
IMG_20250302_131115_box4_16_100106978799_85_0_161_35.png,buena
IMG_20250302_131115_box4_17_100106980143_5_0_127_31.png,huacataya
IMG_20250302_131115_box4_18_100106982144_2_1_99_35.png,lechuga
IMG_20250302_131115_box4_18_100106983144_106_0_201_32.png,morada
IMG_20250302_131115_box4_19_100106984574_0_0_96_43.png,lechuga
IMG_20250302_131115_box4_19_100106985575_108_0_191_43.png,suiza
IMG_20250302_131115_box4_19_100106986576_293_3_338_32.png,unid
IMG_20250302_131115_box4_20_100106987976_1_1_111_29.png,locoto
IMG_20250302_131115_box4_21_100106989977_1_0_101_22.png,moron
IMG_20250302_131115_box4_22_100106991978_2_0_82_41.png,papa
IMG_20250302_131115_box4_22_100106992979_90_0_210_34.png,holandeza
IMG_20250302_131115_box4_23_100106995978_5_1_86_35.png,papa
IMG_20250302_131115_box4_23_100106995978_95_0_165_35.png,roja
IMG_20250302_131115_box4_24_100106997979_3_0_113_33.png,pepino
IMG_20250302_131115_box4_25_100107000980_10_1_118_36.png,perejil
IMG_20250302_131115_box4_26_100107002980_6_1_112_37.png,platano
IMG_20250302_131115_box4_26_100107003981_114_0_187_38.png,freir
IMG_20250302_131115_box4_26_100107003981_287_3_332_31.png,unid
IMG_20250302_131115_box4_27_100107006981_7_0_145_39.png,quirquiï¿½a
IMG_20250302_131115_box4_28_100107009981_5_0_111_28.png,romero
IMG_20250302_131115_box4_29_100107011982_4_1_109_30.png,tomate
IMG_20250302_131115_box4_30_100107015182_4_0_124_31.png,zanahoria
IMG_20250302_131115_box4_31_100107017365_3_0_151_32.png,zuquini
IMG_20250302_131133_box4_10_100107019726_1_5_119_31.png,espinaca
IMG_20250302_131133_box4_11_100107022470_2_0_107_30.png,frutilla
IMG_20250302_131133_box4_12_100107024471_167_6_197_28.png,un
IMG_20250302_131133_box4_12_100107024471_5_3_101_29.png,melon
IMG_20250302_131133_box4_12_100107025471_258_0_277_29.png,k
IMG_20250302_131133_box4_13_100107028471_1_2_124_35.png,naranja
IMG_20250302_131133_box4_14_100107030472_4_0_101_35.png,papaya
IMG_20250302_131133_box4_14_100107031472_270_3_312_29.png,und
IMG_20250302_131133_box4_15_100107034473_8_5_109_32.png,pepino
IMG_20250302_131133_box4_16_100107036830_6_3_96_31.png,piï¿½a
IMG_20250302_131133_box4_16_100107037830_276_1_330_27.png,unid
IMG_20250302_131133_box4_17_100107040365_291_0_336_27.png,unid
IMG_20250302_131133_box4_17_100107040365_9_0_112_27.png,platano
IMG_20250302_131133_box4_18_100107043450_207_1_243_34.png,k
IMG_20250302_131133_box4_18_100107044451_5_2_126_32.png,sandia
IMG_20250302_131133_box4_19_100107045592_9_0_89_28.png,miel
IMG_20250302_131208_box4_10_100107067022_6_0_124_26.png,espinaca
IMG_20250302_131208_box4_11_100107075002_7_0_114_28.png,frutilla
IMG_20250302_131208_box4_12_100107078002_170_9_199_31.png,un
IMG_20250302_131208_box4_12_100107078002_7_4_110_31.png,melon
IMG_20250302_131208_box4_12_100107079002_261_1_281_29.png,k
IMG_20250302_131208_box4_13_100107082391_3_8_128_36.png,naranja
IMG_20250302_131208_box4_14_100107086393_5_1_103_32.png,papaya
IMG_20250302_131208_box4_14_100107087393_272_3_312_29.png,und
IMG_20250302_131208_box4_15_100107090728_4_1_108_26.png,pepino
IMG_20250302_131208_box4_16_100107093037_276_3_326_27.png,unid
IMG_20250302_131208_box4_16_100107093037_5_5_90_34.png,piï¿½a
IMG_20250302_131208_box4_17_100107096142_296_0_335_26.png,unid
IMG_20250302_131208_box4_17_100107097142_6_0_119_30.png,platano
IMG_20250302_131208_box4_18_100107099201_211_0_240_22.png,k
IMG_20250302_131208_box4_18_100107099201_7_0_121_24.png,sandia
IMG_20250302_131208_box4_19_100107102202_5_0_92_30.png,miel
IMG_20250302_131244_box4_19_100107105202_112_4_169_42.png,roja
IMG_20250302_131244_box4_19_100107105202_4_1_99_37.png,cebolla
IMG_20250302_131244_box4_20_100107108202_5_1_92_29.png,cebolla
IMG_20250302_131244_box4_20_100107108202_97_0_176_29.png,blanca
IMG_20250302_131244_box4_21_100107111203_4_1_56_31.png,aji
IMG_20250302_131244_box4_21_100107111203_62_0_170_23.png,amarillo
IMG_20250302_131244_box4_21_100107112203_176_0_237_30.png,seco
IMG_20250302_131244_box4_22_100107114204_120_3_147_28.png,r
IMG_20250302_131244_box4_22_100107114204_8_3_107_27.png,limon
IMG_20250302_131244_box4_22_100107115204_330_6_350_30.png,un
IMG_20250302_131244_box4_24_100107144532_4_0_94_35.png,lechuga
IMG_20250302_131244_box4_24_100107145532_97_0_168_34.png,suiza
IMG_20250302_131244_box4_25_100107148533_5_1_109_32.png,tomate
IMG_20250302_131244_box4_25_100107149533_114_1_189_37.png,chery
IMG_20250302_131021_box4_25_100106915263_71_0_156_29.png,verde
IMG_20250302_131244_box4_26_100107152533_8_3_81_36.png,papa
